room_id,co2_level,co_level,rel_humid,ozone_level,pm_one,pm_two_five,pm_ten,param_temp,param_tvoc,heat_index,date_acquired
814,463,22,55,21,8,23,14,24,19,20,2024-04-27
812,466,25,34,10,42,26,35,32,29,24,2024-04-14
809,316,15,58,2,8,24,11,29,17,22,2024-04-19
814,309,19,56,21,7,65,6,22,10,23,2024-04-16
813,308,20,37,12,18,56,9,19,5,24,2024-04-14
805,396,22,77,20,33,21,24,34,16,31,2024-04-22
806,498,26,38,0,32,60,45,34,25,24,2024-04-28
804,517,25,44,22,36,44,14,22,16,20,2024-04-11
805,484,20,65,22,15,65,49,29,1,31,2024-04-11
813,441,19,34,7,35,17,47,30,17,31,2024-04-17
807,426,17,37,23,6,21,37,34,20,35,2024-05-03
803,461,27,47,0,9,17,16,26,24,21,2024-04-17
810,516,25,38,1,43,50,50,35,7,34,2024-04-29
813,372,14,31,13,22,9,46,29,28,35,2024-04-30
802,360,23,55,25,24,6,21,24,12,27,2024-04-11
807,441,19,32,10,33,31,28,35,25,27,2024-04-30
809,434,16,45,4,21,7,19,21,18,28,2024-04-13
808,425,23,55,10,24,7,9,18,27,20,2024-04-18
811,448,27,50,2,30,53,45,22,21,27,2024-04-23
801,370,15,32,3,20,7,44,21,20,20,2024-04-09
811,410,14,48,19,11,31,41,30,2,24,2024-04-25
806,324,22,62,19,37,30,8,25,28,33,2024-04-20
808,498,21,62,5,5,55,26,28,24,25,2024-04-15
802,518,27,76,24,13,37,15,19,14,26,2024-04-27
809,545,16,71,14,38,59,46,22,27,22,2024-05-03
806,338,24,36,16,6,37,25,32,23,33,2024-05-03
804,361,26,55,0,29,35,16,30,18,32,2024-05-11
804,491,16,41,24,34,32,10,24,23,23,2024-04-21
807,519,21,77,17,32,47,34,18,22,22,2024-04-18
810,438,15,63,12,6,54,9,29,25,32,2024-04-13
803,435,22,63,19,43,57,13,30,30,27,2024-04-25
811,365,17,63,20,33,31,39,35,17,26,2024-05-02
812,552,22,62,17,26,26,11,32,13,30,2024-04-30
813,468,19,41,17,30,60,50,32,5,26,2024-04-21
806,595,19,46,11,13,7,50,21,4,35,2024-04-17
814,390,20,58,23,41,44,17,24,15,24,2024-04-15
810,504,20,53,20,39,5,43,21,17,28,2024-05-04
805,496,16,74,22,28,8,49,27,25,28,2024-05-04
813,577,27,56,1,21,5,31,34,21,30,2024-04-15
807,333,26,62,7,11,57,19,28,5,32,2024-04-24
809,506,14,60,8,30,7,29,28,28,24,2024-04-19
812,594,25,80,18,23,39,19,24,4,35,2024-05-02
810,443,21,73,25,41,18,53,22,14,33,2024-04-07
814,340,26,30,13,33,15,43,21,3,29,2024-04-30
810,434,15,70,3,13,39,11,20,18,35,2024-04-11
812,317,14,59,1,28,15,23,22,4,35,2024-04-11
811,388,15,77,3,19,36,42,23,22,26,2024-05-01
805,308,15,78,19,14,54,12,34,23,32,2024-04-14
812,326,16,31,5,25,10,24,22,5,35,2024-05-03
804,521,20,70,13,12,25,42,25,30,22,2024-04-27
807,318,27,62,0,22,58,7,24,2,21,2024-04-08
813,584,25,73,10,30,16,43,25,17,26,2024-04-28
801,339,17,38,23,40,51,25,22,18,35,2024-04-14
810,442,23,74,11,6,29,45,27,2,26,2024-04-12
813,471,17,46,19,39,36,35,23,6,27,2024-04-29
809,358,22,32,1,23,16,23,26,23,31,2024-04-29
814,300,26,53,22,30,55,28,20,2,23,2024-04-26
813,482,22,73,11,34,39,30,26,6,30,2024-04-20
807,469,24,60,20,23,65,19,21,20,32,2024-05-06
811,322,16,37,5,14,26,20,20,16,22,2024-04-10
808,484,26,71,18,26,27,24,27,2,31,2024-05-10
808,331,22,47,7,43,55,28,19,30,23,2024-04-22
804,566,26,37,6,13,47,42,26,28,34,2024-05-04
805,315,19,65,17,10,58,46,31,5,22,2024-05-04
813,577,17,33,9,5,42,40,32,23,28,2024-04-17
812,557,20,32,0,7,65,5,21,5,22,2024-04-23
810,533,24,80,23,13,56,14,27,0,30,2024-04-26
803,515,17,62,6,27,39,41,25,21,33,2024-05-08
807,495,23,55,11,26,47,37,28,30,35,2024-04-16
813,521,22,45,15,10,55,9,28,12,26,2024-05-01
807,387,17,37,4,42,30,8,18,27,25,2024-05-03
802,450,19,37,18,12,65,48,28,20,27,2024-04-22
804,400,22,36,8,18,38,39,28,5,25,2024-04-10
805,353,17,55,22,24,30,28,18,20,24,2024-04-23
803,409,16,47,23,20,43,40,33,25,26,2024-04-24
804,453,19,69,13,28,7,14,31,30,24,2024-04-22
805,541,15,40,19,17,43,39,32,3,27,2024-04-15
813,334,26,75,12,8,26,28,21,10,35,2024-04-12
801,590,16,45,15,32,51,8,23,6,24,2024-05-11
805,550,18,74,5,22,30,35,22,6,35,2024-04-19
810,564,21,48,0,8,13,9,29,20,23,2024-04-23
804,564,14,43,0,21,17,39,28,11,23,2024-05-01
808,592,26,39,16,36,18,7,32,17,35,2024-04-19
810,392,24,41,23,40,10,38,19,2,30,2024-04-30
809,335,22,32,17,7,14,48,28,30,22,2024-05-03
810,586,17,56,0,14,43,8,28,26,22,2024-04-13
807,336,14,61,25,36,48,36,29,12,30,2024-04-20
808,472,25,48,13,11,10,21,27,14,29,2024-04-17
813,473,18,45,18,36,56,36,23,3,21,2024-05-05
809,418,18,30,10,42,15,38,18,1,29,2024-04-29
808,465,24,39,3,20,26,29,34,12,25,2024-04-29
810,373,26,45,3,5,52,51,21,20,26,2024-04-19
801,546,25,73,7,10,42,13,22,17,33,2024-04-20
805,589,26,45,3,18,55,39,31,29,34,2024-04-14
807,305,14,32,3,9,49,39,30,28,25,2024-04-17
805,480,16,72,21,20,17,22,28,22,21,2024-04-07
803,523,17,47,7,8,43,30,30,7,30,2024-05-01
810,519,16,37,4,30,56,45,23,7,24,2024-04-23
808,413,27,54,7,36,26,17,28,0,28,2024-05-07
814,586,24,74,12,27,57,38,28,29,32,2024-05-09
804,447,25,60,3,17,21,23,24,30,32,2024-05-08
803,498,17,61,9,30,54,53,34,15,29,2024-04-27
805,479,17,47,15,42,38,42,22,10,21,2024-04-08
812,318,25,49,2,34,62,25,28,3,25,2024-04-30
811,382,23,61,4,30,26,6,28,0,35,2024-04-12
805,593,19,70,8,18,65,41,18,28,21,2024-04-11
813,308,16,42,24,18,28,13,34,12,23,2024-04-13
807,328,22,44,5,37,36,24,19,10,32,2024-04-29
809,545,20,34,19,32,47,52,27,23,33,2024-04-12
812,344,22,79,19,39,63,35,32,16,33,2024-04-16
809,380,15,74,12,17,50,11,27,12,21,2024-04-11
807,362,25,80,23,19,34,47,22,6,25,2024-04-24
806,564,16,49,1,27,42,51,22,15,29,2024-04-22
804,581,14,58,11,11,44,34,33,7,22,2024-05-02
810,329,16,35,7,30,7,22,33,11,30,2024-04-21
807,599,23,36,19,27,19,34,30,10,30,2024-04-21
803,387,15,35,16,16,10,6,30,20,28,2024-04-22
808,461,26,41,13,26,9,53,24,27,22,2024-05-08
805,566,16,62,11,32,19,12,32,8,25,2024-05-09
807,567,18,49,15,18,31,48,29,2,29,2024-04-10
804,594,19,66,7,21,47,40,23,9,20,2024-04-09
802,331,14,33,22,12,50,9,20,0,24,2024-04-17
810,334,14,36,25,37,61,48,35,11,22,2024-05-02
804,482,26,66,24,7,21,42,32,19,30,2024-04-18
810,490,24,57,25,29,17,46,24,7,21,2024-04-18
810,514,26,44,21,43,58,25,25,3,28,2024-04-25
810,341,16,32,22,16,61,39,27,27,32,2024-04-26
808,401,17,75,5,15,41,50,33,7,30,2024-04-30
808,482,23,32,4,27,36,34,18,27,30,2024-04-21
809,508,25,75,22,24,14,24,34,30,26,2024-04-20
813,515,19,55,9,37,47,45,30,23,27,2024-04-29
812,410,18,54,20,28,18,15,21,24,30,2024-05-03
809,406,22,36,11,23,30,51,25,8,29,2024-05-03
811,513,26,77,21,34,28,13,23,11,32,2024-04-16
814,413,21,57,21,24,36,52,22,3,21,2024-04-24
805,536,25,76,2,22,64,15,19,15,28,2024-04-30
813,465,21,69,2,41,56,52,21,21,32,2024-04-14
804,558,19,80,22,35,28,40,26,7,22,2024-05-10
809,582,26,79,18,40,56,47,23,5,34,2024-05-03
808,552,27,56,4,8,10,45,31,27,24,2024-05-03
808,317,14,56,4,42,32,17,28,28,28,2024-05-08
809,374,27,35,20,21,58,50,20,8,34,2024-04-22
809,496,14,32,4,21,16,11,32,25,27,2024-04-27
812,537,15,70,24,6,28,12,20,29,22,2024-04-14
805,352,20,67,15,11,36,23,25,14,20,2024-05-01
808,357,15,47,16,28,34,49,33,14,23,2024-05-02
813,308,23,60,21,42,24,20,23,4,28,2024-04-15
807,462,27,64,25,5,8,39,18,17,21,2024-04-28
803,316,14,34,16,12,42,53,24,25,30,2024-04-19
804,461,15,49,22,21,18,29,30,8,26,2024-04-28
810,439,14,36,20,14,22,26,33,0,23,2024-05-08
807,519,20,55,15,26,12,42,32,16,33,2024-04-13
806,375,16,73,2,10,58,38,24,3,23,2024-04-26
812,516,17,37,3,13,26,40,28,11,22,2024-04-16
802,489,18,70,2,9,54,43,23,11,24,2024-05-04
813,457,27,41,1,42,44,13,32,3,28,2024-04-26
805,462,24,57,5,40,10,14,25,6,21,2024-05-01
801,380,24,50,10,22,65,33,18,13,35,2024-05-08
809,489,22,74,7,20,23,49,33,19,25,2024-04-16
810,353,25,75,4,15,13,31,28,14,29,2024-04-07
806,350,15,58,19,41,56,32,32,11,26,2024-04-23
808,362,24,69,20,41,6,47,29,1,24,2024-04-22
812,383,16,62,8,21,30,28,29,4,33,2024-04-07
802,469,21,52,2,39,31,30,21,28,31,2024-04-30
802,455,27,74,23,12,30,40,24,22,25,2024-04-14
805,526,23,57,11,29,16,33,21,27,34,2024-05-01
803,554,19,63,11,39,46,51,18,21,32,2024-04-22
814,407,14,63,4,38,39,21,34,14,30,2024-04-30
808,401,24,70,1,39,47,38,32,10,21,2024-05-02
801,427,27,55,23,35,40,38,31,2,29,2024-04-20
813,424,16,34,4,30,23,45,23,1,35,2024-04-08
802,438,23,37,22,30,5,14,23,19,27,2024-04-07
813,435,26,49,13,18,52,48,31,25,34,2024-04-10
809,428,27,53,22,17,52,31,34,16,23,2024-05-09
804,501,23,32,14,8,23,25,30,9,27,2024-04-09
811,411,23,42,0,23,26,51,23,19,29,2024-04-08
806,520,20,33,24,35,37,39,22,23,25,2024-04-14
804,557,18,64,2,14,24,45,19,3,33,2024-05-04
803,582,24,46,11,41,21,14,18,6,33,2024-04-20
811,444,21,74,15,11,29,33,28,13,20,2024-05-03
813,593,24,72,24,36,28,9,19,2,20,2024-04-19
807,488,25,67,17,37,38,40,34,20,24,2024-04-24
811,579,26,71,13,37,38,10,23,9,28,2024-04-30
801,348,14,55,17,24,19,44,22,4,31,2024-04-25
803,478,23,62,12,27,52,35,26,24,24,2024-04-14
804,436,17,38,3,7,50,47,33,5,29,2024-04-25
809,558,19,49,14,22,26,15,21,13,24,2024-05-11
802,545,21,50,9,14,33,49,23,20,27,2024-04-07
813,428,27,31,4,40,13,33,32,26,33,2024-04-17
812,437,23,67,3,11,56,45,33,23,24,2024-04-21
804,460,24,55,24,9,65,30,24,0,26,2024-04-11
807,316,19,62,6,24,43,47,32,10,28,2024-04-22
803,492,23,76,5,24,13,12,24,16,30,2024-05-09
812,577,23,30,20,16,56,29,29,14,22,2024-05-06
808,324,15,57,13,17,32,26,29,2,26,2024-04-30
806,329,16,48,20,5,30,14,29,28,26,2024-04-27
801,584,20,50,20,14,25,46,32,7,24,2024-05-03
810,467,21,77,19,9,61,36,29,0,32,2024-04-15
801,566,23,58,5,17,38,18,18,17,35,2024-04-15
808,540,19,72,21,6,10,44,21,17,24,2024-04-08
810,480,26,31,22,43,39,30,27,24,21,2024-04-15
805,564,24,59,2,26,11,43,20,19,25,2024-04-16
804,398,23,78,4,11,58,44,27,2,26,2024-04-22
803,381,26,40,19,39,7,35,28,29,32,2024-05-05
802,532,17,48,3,24,44,17,29,8,31,2024-05-09
805,400,17,36,23,26,19,5,18,27,22,2024-05-02
810,516,16,78,19,13,19,45,24,30,24,2024-05-11
807,490,18,71,10,33,60,51,32,25,28,2024-05-06
806,554,24,48,15,15,27,39,28,10,30,2024-04-28
812,578,19,31,4,35,36,48,19,23,24,2024-04-14
814,554,24,49,1,20,40,6,25,22,27,2024-05-09
813,599,27,76,20,28,44,8,35,12,26,2024-04-18
806,371,14,58,1,25,58,26,28,2,21,2024-04-09
801,484,22,79,7,14,38,12,35,16,28,2024-04-15
801,522,27,65,8,26,30,26,30,18,29,2024-05-01
806,412,21,78,3,16,8,37,28,0,31,2024-04-20
809,523,22,79,21,42,17,34,33,2,24,2024-04-19
807,510,18,69,14,15,16,45,26,17,35,2024-04-17
803,469,18,68,16,24,35,17,32,19,25,2024-05-04
802,365,24,37,25,7,33,28,26,17,30,2024-04-23
811,327,20,33,6,11,25,19,33,26,27,2024-04-19
804,408,20,59,25,23,18,31,30,15,29,2024-05-08
804,333,19,62,20,18,28,52,19,0,34,2024-05-07
812,425,17,54,25,12,38,41,18,22,28,2024-04-13
802,455,25,33,20,11,54,10,30,7,26,2024-05-04
805,392,25,80,11,6,43,6,35,1,31,2024-04-18
808,376,24,67,5,28,60,47,29,22,31,2024-04-25
802,434,19,52,19,17,10,7,34,30,20,2024-04-10
811,432,22,74,5,21,7,24,25,2,21,2024-04-29
804,504,15,32,14,27,26,47,21,18,28,2024-05-11
812,398,22,70,2,9,7,33,33,9,29,2024-04-23
807,385,21,55,22,39,9,15,19,27,30,2024-04-27
807,300,22,37,20,19,16,13,28,24,28,2024-04-16
808,550,14,43,5,13,64,13,26,18,32,2024-04-11
804,460,15,67,21,20,6,53,22,14,28,2024-05-11
806,304,18,74,13,12,54,35,32,16,26,2024-05-06
812,328,23,60,4,19,65,26,33,5,35,2024-04-29
802,456,25,80,8,42,54,49,33,11,25,2024-04-30
805,594,25,64,15,19,29,50,22,2,25,2024-05-06
811,480,22,57,2,30,46,8,31,18,35,2024-04-20
806,467,21,52,1,43,60,35,18,2,26,2024-04-23
814,424,27,73,2,15,32,8,34,24,34,2024-04-11
809,534,20,31,9,20,16,5,33,29,28,2024-04-16
804,581,19,69,3,33,8,52,19,29,31,2024-04-09
809,385,25,71,1,20,44,7,32,6,22,2024-04-21
807,542,16,64,8,6,18,10,29,21,24,2024-04-20
806,370,23,33,7,17,48,32,20,26,24,2024-04-09
807,356,16,60,17,37,57,17,22,17,32,2024-04-08
806,521,14,51,15,33,17,47,35,27,29,2024-04-19
809,540,26,30,20,36,16,5,20,14,28,2024-04-27
804,361,20,56,1,13,39,24,27,25,20,2024-04-17
808,314,25,49,21,21,54,48,31,13,27,2024-04-24
814,556,24,67,20,15,65,19,35,13,30,2024-05-04
805,513,17,37,19,30,6,33,32,12,31,2024-05-01
808,310,15,51,9,11,39,42,31,21,26,2024-04-16
805,302,21,30,1,27,62,10,29,15,33,2024-05-06
806,558,18,44,8,41,28,18,35,2,20,2024-04-29
811,525,14,34,7,24,42,12,24,3,32,2024-05-01
812,502,19,45,7,27,14,35,23,27,21,2024-04-28
814,577,25,30,7,37,56,7,28,1,29,2024-04-11
801,443,18,46,11,25,33,27,25,22,21,2024-05-01
814,341,26,31,22,29,43,20,25,12,21,2024-04-20
811,495,24,74,13,10,40,20,34,23,33,2024-04-30
814,357,15,41,9,37,62,6,28,1,28,2024-05-04
806,544,25,40,25,33,50,53,32,27,35,2024-05-03
811,352,22,46,23,43,25,18,34,6,34,2024-04-20
803,387,21,42,25,11,18,5,32,13,33,2024-05-10
814,401,18,55,24,42,47,29,21,28,29,2024-04-15
814,375,20,57,2,34,15,32,31,25,34,2024-04-14
809,567,16,39,2,43,27,27,32,24,26,2024-04-18
814,517,18,58,24,14,31,44,28,14,30,2024-04-09
809,328,23,56,15,32,44,47,29,4,24,2024-05-05
809,378,26,67,9,39,24,16,26,15,24,2024-04-19
811,473,15,51,13,20,14,6,33,3,32,2024-04-27
812,431,15,77,19,5,52,25,32,19,33,2024-04-11
810,472,24,78,18,43,60,17,26,29,33,2024-04-27
805,585,20,63,19,21,63,8,26,2,31,2024-04-21
809,436,21,74,6,7,64,12,35,10,30,2024-04-16
814,372,27,30,2,38,37,20,25,17,34,2024-05-05
810,495,16,33,10,40,11,51,32,28,27,2024-04-15
807,368,26,77,2,17,44,12,33,15,28,2024-05-09
810,458,20,63,17,28,20,5,19,24,26,2024-04-19
808,393,24,44,0,14,42,50,20,14,26,2024-05-07
803,570,15,73,13,14,19,15,31,17,28,2024-05-10
811,410,22,73,13,39,53,37,26,18,21,2024-04-16
806,369,19,30,23,31,49,23,27,3,31,2024-04-16
810,342,19,54,18,10,24,45,26,28,31,2024-05-05
802,317,24,68,6,10,37,40,26,3,28,2024-04-27
801,551,14,34,15,24,41,44,33,21,28,2024-04-07
806,428,16,54,19,10,50,27,19,15,28,2024-05-06
810,514,24,34,7,28,14,31,24,14,21,2024-04-20
810,442,22,44,13,19,18,13,22,25,24,2024-05-07
812,528,16,70,5,40,5,53,35,10,29,2024-05-02
813,435,24,68,0,34,35,40,28,20,24,2024-05-04
807,464,25,50,22,25,10,30,34,3,20,2024-04-12
812,450,23,72,9,33,64,39,26,14,33,2024-05-11
808,598,15,55,3,22,31,46,34,4,33,2024-04-16
812,405,15,67,11,9,38,24,20,12,26,2024-05-11
802,413,21,56,17,36,28,31,28,1,32,2024-04-15
801,517,22,43,4,22,17,37,18,29,24,2024-05-03
811,514,18,76,12,8,50,39,21,6,27,2024-04-29
812,388,22,52,13,39,42,15,28,21,33,2024-04-19
808,517,20,42,17,13,55,47,25,9,25,2024-04-29
802,413,19,40,1,20,62,8,29,24,23,2024-04-07
806,343,20,72,6,7,47,26,26,7,24,2024-05-02
803,461,20,31,24,36,20,7,24,7,28,2024-04-27
807,536,18,34,11,13,9,6,19,30,27,2024-05-01
810,362,15,53,8,28,56,15,27,21,35,2024-04-07
806,349,27,78,2,19,34,20,25,4,26,2024-04-10
802,412,27,77,6,25,36,33,28,11,32,2024-04-19
804,591,22,53,12,21,15,15,26,11,28,2024-04-25
809,576,16,31,15,15,13,37,31,1,20,2024-04-14
810,575,26,43,7,11,53,53,25,26,33,2024-04-22
811,398,15,40,16,28,50,25,20,22,29,2024-04-30
807,325,17,47,25,26,9,41,32,17,21,2024-04-17
810,424,20,67,7,11,14,19,25,13,23,2024-04-28
805,308,21,69,6,39,54,40,26,28,32,2024-05-08
814,337,25,37,14,36,24,21,32,22,22,2024-04-14
802,457,14,63,8,32,26,42,34,14,28,2024-05-08
808,595,21,33,21,30,58,8,32,6,28,2024-04-30
801,458,23,33,10,16,18,42,28,18,20,2024-04-10
813,536,15,71,4,27,30,46,24,20,31,2024-04-24
804,491,17,57,17,14,55,42,27,17,22,2024-04-12
813,398,23,35,21,12,57,45,21,17,21,2024-05-05
809,429,20,70,16,13,61,35,26,13,21,2024-04-24
814,383,21,78,25,9,45,37,20,19,24,2024-04-22
806,383,21,63,7,36,59,44,21,3,32,2024-05-07
807,577,24,35,23,15,25,41,31,28,31,2024-04-12
807,468,15,44,16,19,10,12,33,26,29,2024-04-09
807,475,19,55,21,28,10,22,35,13,32,2024-04-27
801,413,19,47,2,23,50,40,21,8,28,2024-05-04
814,419,14,44,14,20,27,16,18,9,29,2024-04-26
813,406,25,57,21,14,31,17,20,28,22,2024-04-09
813,472,17,68,7,7,36,30,31,2,21,2024-04-29
804,414,21,57,10,38,8,6,26,15,33,2024-04-24
803,315,18,63,16,27,35,34,26,5,34,2024-04-19
811,541,20,54,1,17,51,15,31,23,30,2024-05-08
808,439,20,77,20,18,9,7,33,28,23,2024-05-07
814,514,19,61,23,23,29,50,24,6,35,2024-04-28
804,436,27,50,6,21,22,29,34,25,32,2024-04-10
802,472,25,64,11,40,40,40,34,18,31,2024-04-15
806,448,24,75,22,18,31,19,33,29,20,2024-04-18
812,425,14,33,13,20,12,45,19,0,23,2024-04-20
803,565,15,64,20,18,50,28,29,10,31,2024-04-27
813,348,18,70,13,33,63,6,27,6,26,2024-05-07
805,519,24,76,7,31,43,17,29,10,24,2024-04-15
811,527,19,35,5,21,14,50,20,0,29,2024-04-23
805,391,22,76,12,33,31,14,19,25,35,2024-05-07
801,308,22,74,0,8,36,39,33,10,30,2024-04-13
807,472,19,51,10,37,7,23,31,30,33,2024-04-12
801,599,24,60,17,43,62,10,31,0,24,2024-04-20
812,390,15,60,4,24,22,9,24,14,33,2024-05-07
808,540,24,68,11,35,62,53,18,21,24,2024-05-06
810,590,14,72,6,31,22,5,24,0,29,2024-04-13
810,433,15,54,25,25,65,7,28,3,28,2024-05-01
809,451,27,78,11,22,41,9,21,21,34,2024-05-04
805,354,27,36,2,13,23,14,28,20,26,2024-05-10
809,510,22,72,3,21,63,9,35,21,25,2024-05-10
803,479,24,80,12,18,38,11,29,17,34,2024-04-10
812,359,18,38,1,26,61,51,22,6,26,2024-04-13
809,321,26,66,13,38,20,43,20,1,28,2024-04-24
807,586,27,45,23,18,22,40,27,20,34,2024-04-30
809,335,15,42,0,25,5,42,18,27,27,2024-04-16
808,365,24,67,3,20,31,22,20,23,27,2024-04-19
813,380,16,35,8,25,52,39,27,14,28,2024-04-29
801,429,21,72,2,28,37,15,31,2,22,2024-04-30
813,531,23,60,11,43,55,30,33,17,34,2024-04-11
808,579,25,79,16,9,27,28,32,16,35,2024-04-28
806,305,14,50,23,40,39,28,27,0,34,2024-05-09
804,589,23,75,4,39,44,39,35,2,25,2024-04-26
810,389,16,47,14,17,36,20,23,25,32,2024-05-09
808,345,21,71,19,12,63,41,22,6,31,2024-05-03
806,463,27,46,23,17,51,24,20,13,31,2024-05-11
814,379,15,64,25,27,46,34,21,17,34,2024-04-12
805,402,16,61,22,26,11,53,23,11,35,2024-04-29
801,502,26,49,7,26,53,22,19,30,20,2024-05-10
805,446,18,76,23,34,54,36,33,15,25,2024-05-09
807,499,21,75,23,13,44,20,25,8,34,2024-05-05
811,518,24,43,1,14,29,17,19,21,22,2024-05-02
808,524,16,50,3,31,16,17,18,11,26,2024-05-10
801,314,22,58,14,36,19,13,25,2,26,2024-04-20
814,439,25,53,24,43,63,19,35,19,27,2024-04-10
814,356,16,72,25,33,51,24,25,2,34,2024-04-30
811,325,24,41,6,25,37,6,33,9,26,2024-05-01
809,540,26,46,25,8,8,5,30,1,21,2024-04-20
802,472,15,80,1,25,11,6,22,19,25,2024-05-04
811,410,18,49,0,9,8,29,32,21,29,2024-04-30
807,490,27,45,23,10,24,38,30,14,26,2024-04-19
808,363,23,54,12,33,37,31,28,6,23,2024-04-19
810,375,14,31,10,37,56,42,27,6,30,2024-04-16
811,521,20,46,4,15,8,29,24,29,32,2024-05-06
811,300,25,33,18,24,39,9,25,14,35,2024-05-09
806,430,26,66,4,27,37,18,29,28,23,2024-04-22
808,395,26,75,3,9,9,21,34,5,28,2024-04-17
804,558,18,58,6,37,25,46,24,24,33,2024-05-03
801,450,16,74,1,24,31,26,23,15,20,2024-04-07
809,370,27,60,3,40,5,33,30,3,33,2024-05-05
813,352,27,45,21,32,53,18,22,18,26,2024-05-09
810,345,23,33,12,18,63,50,28,6,29,2024-04-21
806,337,20,66,6,15,9,23,20,14,24,2024-05-11
801,470,21,59,2,28,44,18,25,30,32,2024-04-13
805,489,16,64,7,36,25,47,29,4,21,2024-04-27
808,361,27,74,21,34,62,43,24,12,31,2024-04-12
801,503,23,70,19,41,15,33,33,10,29,2024-04-23
804,555,19,69,23,36,24,6,29,17,23,2024-04-07
812,311,24,36,16,33,6,13,23,0,23,2024-04-07
807,571,27,47,7,17,21,18,34,20,23,2024-04-09
808,536,21,54,23,43,24,32,24,11,24,2024-05-04
810,435,27,54,21,8,19,6,29,8,33,2024-04-19
808,383,23,64,25,26,40,21,34,3,33,2024-04-18
801,487,15,36,6,22,60,45,23,16,23,2024-04-24
802,389,17,38,18,43,62,47,20,2,34,2024-04-19
801,540,19,35,16,36,52,6,27,5,26,2024-05-09
802,401,18,30,5,32,17,18,23,15,27,2024-04-09
814,506,26,71,4,13,34,41,29,24,29,2024-04-07
802,468,21,80,17,19,6,29,33,8,27,2024-04-08
801,441,25,73,7,42,51,31,24,23,20,2024-04-16
802,446,22,32,0,28,34,40,35,9,34,2024-04-27
810,351,25,31,24,32,13,33,23,12,23,2024-04-21
812,526,15,57,20,9,30,32,28,10,35,2024-04-16
813,303,24,76,22,20,28,6,32,25,24,2024-05-06
811,332,23,62,8,21,41,21,18,20,31,2024-04-12
802,406,24,38,18,42,35,33,27,18,34,2024-04-22
807,383,22,51,19,37,39,14,27,14,22,2024-04-23
810,441,18,71,17,37,47,28,31,17,22,2024-04-10
813,527,27,62,6,7,37,53,28,4,34,2024-04-13
801,384,15,31,5,14,25,34,26,25,24,2024-04-08
809,431,27,30,4,15,61,50,24,2,32,2024-05-07
802,452,22,40,9,23,62,26,32,3,20,2024-05-09
805,456,19,52,18,9,6,31,19,17,32,2024-05-07
806,337,22,57,2,43,11,49,25,30,20,2024-04-21
806,578,23,34,0,18,57,13,23,12,21,2024-05-05
810,355,15,74,7,41,63,52,23,8,25,2024-04-16
809,389,18,47,23,14,63,16,25,28,32,2024-04-30
804,507,24,70,11,41,54,49,35,2,24,2024-04-16
812,440,14,59,19,21,34,20,20,25,22,2024-04-18
814,512,22,31,13,31,58,45,31,26,25,2024-04-26
806,369,26,70,22,23,58,18,28,22,21,2024-04-20
811,305,21,33,12,43,53,5,34,6,25,2024-04-10
806,410,22,63,9,25,49,48,27,13,26,2024-04-14
812,414,25,57,12,15,20,52,33,19,32,2024-04-18
811,331,24,74,9,9,17,38,24,22,25,2024-04-21
813,344,24,34,21,32,37,34,35,24,23,2024-05-11
806,542,19,54,21,22,26,30,34,30,21,2024-04-22
809,543,20,74,17,28,44,45,31,16,21,2024-05-06
813,449,16,77,13,27,56,11,30,23,23,2024-05-10
803,570,14,72,13,14,51,47,23,6,35,2024-04-17
802,394,19,39,6,10,21,49,19,17,24,2024-04-23
810,329,17,64,13,37,10,28,24,19,35,2024-04-09
806,553,22,55,18,24,60,29,26,25,31,2024-04-17
810,590,27,67,1,9,39,18,31,12,28,2024-05-10
809,552,25,78,20,42,17,10,19,23,33,2024-05-11
804,478,27,55,23,28,16,11,19,8,27,2024-04-14
814,508,23,64,10,21,34,26,21,6,31,2024-04-24
803,418,15,80,16,25,52,21,34,19,31,2024-05-01
810,542,18,42,20,20,21,45,30,2,25,2024-05-06
812,552,19,31,10,26,47,13,31,17,32,2024-04-14
803,463,15,80,0,43,48,29,31,18,23,2024-04-19
809,516,27,41,8,43,26,46,25,26,26,2024-04-18
801,581,14,35,16,5,32,13,34,16,21,2024-05-07
813,340,23,38,9,42,61,52,32,29,24,2024-04-21
803,508,15,48,10,18,59,21,19,19,26,2024-04-12
803,436,17,62,21,30,64,27,21,13,30,2024-05-01
803,311,17,42,20,25,21,34,27,23,25,2024-04-15
802,563,14,34,25,29,20,44,24,2,22,2024-04-14
801,523,25,70,5,42,57,27,33,3,28,2024-05-03
812,565,15,75,25,18,13,37,23,29,26,2024-04-14
803,489,18,39,5,27,25,20,27,5,27,2024-05-08
804,464,25,55,16,20,32,27,21,2,30,2024-04-09
807,312,25,30,17,21,6,6,29,6,35,2024-04-10
805,561,16,48,3,40,48,44,22,7,33,2024-05-04
802,525,21,61,13,37,40,49,32,17,35,2024-05-08
809,346,24,53,7,10,60,40,18,19,33,2024-04-30
805,340,26,75,2,11,28,42,21,1,35,2024-04-27
805,563,17,50,12,33,10,24,23,3,24,2024-04-11
806,540,14,70,11,6,45,32,26,15,23,2024-04-26
809,347,22,46,16,19,32,5,34,18,22,2024-04-09
812,434,17,49,1,42,9,5,32,15,24,2024-05-06
805,332,17,62,5,5,30,17,35,2,28,2024-05-07
802,329,21,80,0,24,61,10,29,30,33,2024-05-09
